;source;target;weight
0;op5;op6;True
1;score;op5;True
2;score;score_p;True
3;score;programa;True
4;score;estado;True
5;score_a;op1;True
6;score_a;op6;True
7;score_a;score;True
8;score_a;score_d;True
9;score_p;op1;True
10;score_p;op5;True
11;score_d;score_p;True
12;score_d;score_s;True
13;score_s;op1;True
14;programa;estado;True
15;estado;op1;True
16;estado;op5;True
17;estado;op6;True
